ID,pass_bar,lsat,ugpa,DOB_yr,grad,fulltime,parttime,fam_inc,race,gender,bar,index6040,indxgrp
6531,1,39.0,3.3,67,1,2,1,3,4,1,0,787.8947169999999,6
6532,1,27.5,3.8,60,1,2,1,4,4,0,0,656.3157775000002,5
6533,1,34.0,4.0,69,1,1,0,4,4,1,0,778.9473519999997,6
6534,1,47.0,3.7,69,1,1,0,4,4,1,0,954.210501,6
6535,1,33.0,3.3,68,1,1,0,3,4,0,0,693.157879,5
6537,1,39.0,3.0,67,1,1,0,3,2,1,0,757.8947169999999,6
6539,0,35.0,2.5,62,1,1,0,2,2,1,2,644.736825,5
6540,1,33.0,3.1,69,1,1,0,4,4,1,0,673.157879,5
6542,1,48.0,3.9,68,1,1,0,4,4,0,0,989.999974,6
6543,1,34.0,3.5,68,1,1,0,2,4,0,0,728.9473519999997,6
6544,1,40.0,3.6,68,1,1,0,4,4,1,0,833.6841900000003,6
6545,1,31.0,2.9,60,1,1,0,3,0,1,0,621.578933,4
6546,1,44.0,3.9,68,1,1,0,4,4,1,0,926.842082,6
6547,1,29.0,2.3,70,1,1,0,4,1,0,0,529.9999869999998,3
6548,1,41.0,3.3,69,1,1,0,3,4,0,0,819.473663,6
6551,1,39.0,3.0,61,1,1,0,4,4,1,0,757.8947169999999,6
6552,1,40.0,3.2,67,1,1,0,5,4,0,0,793.6841900000003,6
6553,1,34.0,2.7,65,1,1,0,2,2,1,0,648.9473519999998,5
6554,1,32.0,3.7,69,1,1,0,5,4,0,1,717.3684059999998,6
6556,1,37.0,3.7,68,1,1,0,4,4,1,0,796.315771,6
6557,1,35.0,4.0,68,1,1,0,4,4,1,0,794.736825,6
6558,1,35.7,3.0,68,1,1,0,4,4,1,0,705.7894561,6
6559,1,41.0,2.6,54,1,2,1,4,4,1,0,749.473663,6
6561,1,43.0,3.0,70,1,1,0,5,4,1,0,821.052609,6
6562,1,41.0,3.4,70,1,1,0,4,4,0,0,829.473663,6
6563,1,39.0,3.7,69,1,1,0,5,4,0,0,827.894717,6
6564,1,29.5,2.9,69,1,1,0,4,4,1,0,597.8947234999998,4
6565,1,40.0,3.2,65,1,1,0,2,4,0,0,793.6841900000003,6
6566,1,35.0,3.1,68,1,1,0,4,4,0,1,704.736825,6
6567,1,37.0,3.3,57,1,1,0,2,4,0,0,756.3157709999997,6
6569,1,33.0,3.8,69,1,1,0,4,4,0,0,743.157879,6
6570,1,40.0,3.5,69,1,1,0,4,2,0,0,823.6841900000002,6
6572,1,37.0,3.1,69,1,1,0,4,4,1,0,736.315771,6
6573,1,32.0,3.4,68,1,1,0,4,4,0,0,687.3684059999997,5
6574,1,34.0,3.0,69,1,1,0,2,4,0,0,678.9473519999998,5
6575,1,36.0,3.7,69,1,1,0,3,4,0,0,780.526298,6
6576,1,30.3,3.1,66,1,1,0,5,4,0,0,630.5263018999998,4
6577,1,42.0,3.2,65,1,1,0,3,4,1,0,825.263136,6
6578,1,48.0,2.8,63,1,1,0,3,4,1,0,879.9999740000002,6
6580,1,43.0,3.4,67,1,1,0,3,4,0,0,861.052609,6
6581,1,42.5,3.2,67,1,1,0,4,4,1,0,833.1578724999997,6
6582,1,38.0,3.7,70,1,1,0,3,4,0,0,812.1052440000002,6
6583,1,31.0,3.5,69,1,1,0,3,4,1,0,681.578933,5
6584,1,30.0,2.9,64,1,1,0,3,4,0,0,605.78946,4
6585,1,33.0,2.7,69,1,2,1,3,4,1,0,633.157879,4
6586,1,46.0,3.5,66,1,1,0,4,0,0,0,918.421028,6
6587,1,36.0,3.5,68,1,1,0,2,4,0,0,760.526298,6
6588,1,40.0,3.7,69,1,1,0,4,4,0,0,843.6841900000003,6
6589,1,42.0,3.1,61,1,1,0,5,4,1,0,815.263136,6
6590,1,35.0,3.2,69,1,1,0,3,4,1,0,714.736825,6
6591,1,42.0,3.6,66,1,1,0,3,4,1,0,865.2631359999998,6
6592,1,32.0,3.5,70,1,1,0,5,3,0,0,697.3684059999998,5
6593,1,37.0,3.1,52,1,2,1,4,4,1,0,736.315771,6
6599,1,30.0,3.5,69,1,1,0,4,4,0,0,665.78946,5
6600,1,30.0,2.6,42,1,1,0,5,4,0,0,575.78946,3
6601,1,40.0,3.7,67,1,1,0,3,4,1,0,843.6841900000003,6
6602,1,40.0,2.9,68,1,1,0,3,4,0,0,763.6841900000002,6
6603,1,39.0,3.7,67,1,1,0,4,4,0,0,827.894717,6
6605,1,37.0,3.3,69,1,1,0,3,4,1,0,756.3157709999997,6
6606,1,33.5,2.8,68,1,1,0,3,4,0,0,651.0526155,5
6607,1,42.0,3.4,69,1,1,0,5,4,0,0,845.2631359999997,6
6608,1,31.0,3.0,63,1,1,0,2,2,0,1,631.578933,4
6609,1,34.0,3.0,68,1,1,0,3,4,1,0,678.9473519999998,5
6610,1,47.0,3.9,69,1,1,0,2,4,1,0,974.210501,6
6611,1,42.0,3.4,68,1,1,0,4,4,0,0,845.2631359999997,6
6612,1,34.0,2.6,59,1,2,1,3,3,1,0,638.9473519999998,4
6615,1,45.5,3.9,69,1,1,0,4,4,1,0,950.5262915,6
6616,1,37.0,3.3,67,1,1,0,4,4,1,0,756.3157709999997,6
6617,1,39.0,3.3,69,1,1,0,3,4,0,0,787.8947169999999,6
6618,1,35.0,2.9,66,1,1,0,3,4,1,0,684.736825,5
6619,1,40.0,3.1,69,1,1,0,4,4,1,0,783.6841900000003,6
6622,1,44.0,3.5,69,1,1,0,4,4,0,0,886.842082,6
6623,1,39.0,2.9,70,1,1,0,4,4,0,0,747.8947169999999,6
6625,1,43.0,3.8,66,1,1,0,2,4,1,0,901.052609,6
6626,1,36.0,3.5,62,1,1,0,4,4,1,0,760.526298,6
6627,1,32.0,3.3,65,1,1,0,3,4,1,0,677.3684059999998,5
6628,1,37.0,3.5,69,1,1,0,3,4,1,0,776.315771,6
6629,1,30.0,3.4,65,1,1,0,3,2,1,0,655.78946,5
6630,1,31.0,3.2,67,1,1,0,3,4,1,1,651.578933,5
6631,1,41.0,3.0,67,1,1,0,4,4,1,0,789.473663,6
6633,1,32.0,3.1,54,1,1,0,2,2,1,0,657.3684059999998,5
6634,1,42.0,3.5,69,1,1,0,3,4,0,0,855.2631359999998,6
6635,1,33.5,2.9,57,1,2,1,3,4,0,0,661.0526155,5
6636,1,40.0,3.9,66,1,1,0,3,4,0,0,863.6841900000002,6
6638,1,38.0,3.2,66,1,2,1,3,4,1,0,762.1052440000002,6
6639,1,44.0,3.5,66,1,1,0,3,4,1,0,886.842082,6
6641,1,37.0,3.5,69,1,1,0,2,4,0,0,776.315771,6
6642,1,37.0,3.4,67,1,1,0,4,4,1,0,766.3157709999997,6
6643,1,33.0,2.4,68,1,1,0,4,4,1,0,603.157879,4
6644,1,39.0,3.4,46,1,1,0,3,4,0,0,797.8947169999999,6
6646,1,42.0,3.7,66,1,1,0,4,4,1,0,875.2631359999998,6
6648,1,43.0,3.8,69,1,1,0,3,4,0,0,901.052609,6
6649,1,41.0,3.8,67,1,1,0,4,4,0,0,869.4736630000001,6
6650,1,44.0,3.2,62,1,1,0,3,4,0,0,856.842082,6
6651,1,35.0,3.0,69,1,1,0,3,4,1,1,694.736825,5
6652,1,39.0,2.6,69,1,1,0,3,4,0,0,717.894717,6
6654,0,30.0,2.7,62,1,2,1,4,4,1,2,585.78946,4
6656,0,34.0,3.3,69,1,1,0,4,4,0,2,708.9473519999997,6
6658,1,27.5,2.9,65,1,2,1,3,4,1,0,566.3157775000002,3
6659,1,45.0,2.8,68,1,1,0,4,4,1,0,832.6315549999997,6
6661,1,38.0,3.4,61,1,1,0,4,4,0,1,782.1052440000002,6
6662,1,45.0,4.0,69,1,1,0,3,4,0,0,952.631555,6
6664,1,45.0,3.2,69,1,1,0,2,4,0,0,872.6315549999997,6
6665,1,34.0,3.0,68,1,1,0,4,4,1,0,678.9473519999998,5
6667,1,38.0,2.4,69,1,1,0,4,4,1,0,682.1052440000002,5
6668,1,32.0,2.7,69,1,1,0,4,4,0,0,617.3684059999998,4
6669,1,34.0,3.2,69,1,1,0,3,4,1,0,698.9473519999998,5
6670,1,39.0,3.5,70,1,1,0,4,4,1,0,807.8947169999999,6
6671,1,33.0,3.5,66,1,1,0,4,4,1,0,713.157879,6
6673,1,38.0,2.4,57,1,2,1,4,4,1,1,682.1052440000002,5
6674,1,46.0,3.9,68,1,1,0,3,4,0,0,958.421028,6
6675,1,37.0,3.6,68,1,1,0,4,4,0,0,786.315771,6
6676,1,41.0,3.2,58,1,1,0,3,4,0,0,809.473663,6
6677,1,37.0,3.1,67,1,1,0,5,4,0,1,736.315771,6
6678,1,40.0,3.3,65,1,2,1,4,4,1,0,803.6841900000002,6
6679,1,46.0,3.0,64,1,1,0,3,4,1,0,868.421028,6
6681,1,38.0,3.5,69,1,1,0,4,4,0,0,792.1052440000002,6
6682,1,47.0,3.3,64,1,1,0,4,4,0,0,914.210501,6
6683,0,25.0,3.2,68,1,1,0,3,1,0,2,556.842095,3
6685,1,41.0,3.6,65,1,1,0,3,4,0,0,849.4736630000001,6
6686,1,45.0,3.7,66,1,2,1,4,4,1,0,922.631555,6
6688,1,34.3,3.0,54,1,2,1,3,4,0,0,683.6841938999999,5
6689,1,35.0,2.7,55,1,1,0,1,1,0,0,664.736825,5
6691,1,37.0,3.7,69,1,1,0,3,4,0,0,796.315771,6
6692,1,33.0,3.7,67,1,1,0,3,2,1,0,733.157879,6
6693,1,38.0,3.7,64,1,1,0,2,4,0,0,812.1052440000002,6
6694,0,45.0,3.7,69,1,1,0,2,4,0,2,922.631555,6
6696,0,23.0,2.6,57,1,2,1,2,1,1,2,465.263149,2
6697,1,34.5,3.3,69,1,1,0,4,4,0,0,716.8420884999997,6
6698,1,37.5,3.0,68,1,1,0,4,4,1,0,734.2105075000002,6
6699,1,35.0,3.1,69,1,1,0,4,4,0,0,704.736825,6
6700,1,34.0,3.3,65,1,1,0,4,4,0,0,708.9473519999997,6
6701,1,38.0,3.3,68,1,1,0,4,4,1,0,772.1052440000002,6
6702,1,30.5,3.1,69,1,1,0,4,4,0,0,633.6841965,4
6703,1,45.0,3.8,69,1,1,0,3,4,0,0,932.631555,6
6704,1,38.0,3.4,63,1,2,1,4,4,0,0,782.1052440000002,6
6705,1,40.0,2.3,65,1,1,0,2,4,1,0,703.6841900000002,6
6706,1,45.0,3.1,61,1,1,0,3,0,1,0,862.6315549999997,6
6707,0,31.0,3.3,66,1,1,0,4,4,0,2,661.578933,5
6708,1,38.0,3.1,68,1,1,0,4,4,1,0,752.1052440000002,6
6709,0,22.0,2.8,46,1,1,0,3,1,1,2,469.47367599999995,2
6710,1,38.0,3.1,69,1,1,0,5,4,1,0,752.1052440000002,6
6711,1,30.0,2.8,65,1,2,1,4,4,1,1,595.78946,4
6712,1,43.0,3.0,69,1,1,0,4,3,1,0,821.052609,6
6713,1,39.0,3.6,66,1,1,0,3,4,0,0,817.894717,6
6714,1,25.0,2.4,55,1,1,0,3,1,0,0,476.842095,2
6715,1,34.0,3.2,57,1,2,1,4,4,1,0,698.9473519999998,5
6716,1,45.0,2.6,68,1,1,0,4,4,1,0,812.6315549999997,6
6717,1,44.0,3.5,68,1,1,0,3,4,0,0,886.842082,6
6718,1,44.0,3.8,69,1,1,0,4,4,1,0,916.842082,6
6719,1,42.0,3.7,69,1,1,0,3,4,1,0,875.2631359999998,6
6720,1,44.0,2.8,67,1,1,0,4,4,1,0,816.842082,6
6721,1,33.0,3.3,69,1,1,0,2,2,1,0,693.157879,5
6723,1,45.0,3.5,64,1,1,0,2,4,1,0,902.631555,6
6725,1,29.5,3.5,68,1,1,0,5,4,0,1,657.8947235,5
6726,1,31.0,2.4,55,1,1,0,4,2,1,0,571.578933,3
6727,1,36.0,2.4,66,1,1,0,3,4,1,0,650.526298,5
6728,1,46.0,3.3,61,1,1,0,4,4,0,0,898.421028,6
6729,1,35.0,3.7,69,1,1,0,3,4,0,0,764.736825,6
6731,1,39.0,2.9,67,1,1,0,4,4,1,0,747.8947169999999,6
6732,1,32.0,3.2,66,1,1,0,3,4,1,0,667.3684059999998,5
6733,1,31.0,2.9,69,1,1,0,2,1,1,0,621.578933,4
6734,0,31.5,2.4,42,1,1,0,4,4,0,2,579.4736694999998,3
6735,1,40.0,3.3,67,1,1,0,3,4,1,0,803.6841900000002,6
6736,1,40.0,3.2,67,1,1,0,4,4,1,0,793.6841900000003,6
6737,1,39.5,3.7,66,1,2,1,5,3,1,0,835.7894535,6
6738,1,41.0,3.5,69,1,1,0,3,4,1,0,839.4736630000001,6
6740,1,34.0,3.4,69,1,1,0,4,4,1,0,718.9473519999997,6
6741,1,33.0,3.1,67,1,1,0,4,4,0,0,673.157879,5
6742,1,31.0,3.4,64,1,1,0,2,2,1,0,671.578933,5
6743,1,43.0,3.5,70,1,1,0,3,4,0,0,871.052609,6
6744,1,28.0,3.9,62,1,1,0,1,4,1,0,674.210514,5
6745,1,32.0,2.2,65,1,1,0,3,1,0,1,567.3684059999998,3
6747,1,27.3,3.1,48,1,1,0,3,4,0,0,583.1578829,4
6748,0,31.5,2.9,69,1,1,0,1,0,0,2,629.4736694999998,4
6750,1,44.0,3.7,69,1,1,0,3,0,0,0,906.842082,6
6752,1,30.0,2.9,65,1,1,0,3,2,0,0,605.78946,4
6753,1,25.0,3.3,52,1,2,1,4,1,0,1,566.842095,3
6754,1,33.0,3.2,68,1,1,0,4,4,0,0,683.157879,5
6755,1,37.0,3.1,68,1,1,0,3,4,0,0,736.315771,6
6756,1,40.0,3.8,51,1,1,0,4,4,0,0,853.6841900000002,6
6757,1,41.0,3.5,66,1,1,0,4,4,0,0,839.4736630000001,6
6758,1,42.0,2.9,69,1,1,0,3,4,1,0,795.2631359999997,6
6760,1,38.0,3.3,69,1,1,0,4,0,0,0,772.1052440000002,6
6761,1,36.0,3.8,55,1,1,0,4,4,1,0,790.526298,6
6762,1,40.0,2.9,68,1,1,0,4,4,0,1,763.6841900000002,6
6763,1,40.0,3.7,64,1,1,0,3,4,1,0,843.6841900000003,6
6764,1,37.0,3.5,69,1,1,0,5,4,1,0,776.315771,6
6765,1,21.0,3.9,63,1,1,0,2,1,0,0,563.684203,3
6767,1,38.0,3.1,69,1,1,0,2,4,0,0,752.1052440000002,6
6768,1,44.0,3.1,66,1,1,0,4,4,1,0,846.842082,6
6770,1,33.0,2.7,69,1,1,0,1,1,0,0,633.157879,4
6771,0,19.0,2.5,67,1,1,0,2,1,0,2,392.105257,0
6774,1,33.0,2.5,66,1,1,0,4,1,0,0,613.157879,4
6775,1,38.0,3.5,68,1,1,0,3,4,0,0,792.1052440000002,6
6776,1,36.0,3.6,69,1,1,0,4,4,0,0,770.526298,6
6777,1,37.0,3.5,69,1,1,0,2,4,0,0,776.315771,6
6778,1,44.0,3.2,66,1,1,0,2,4,1,0,856.842082,6
6779,1,35.0,3.1,65,1,1,0,1,4,1,0,704.736825,6
6780,1,41.0,3.3,69,1,1,0,4,4,1,0,819.473663,6
6782,1,38.5,3.7,58,1,1,0,2,4,0,0,819.9999805,6
6783,0,44.0,3.2,69,1,1,0,3,4,1,2,856.842082,6
6784,1,34.0,2.7,66,1,1,0,2,4,1,0,648.9473519999998,5
6785,1,46.0,3.6,66,1,1,0,3,4,1,0,928.421028,6
6786,1,29.0,3.4,68,1,1,0,4,4,1,0,639.9999869999998,4
6787,1,40.0,3.1,69,1,1,0,4,4,0,0,783.6841900000003,6
6788,1,44.0,3.0,65,1,1,0,5,4,1,0,836.842082,6
6790,0,36.0,3.2,44,1,1,0,3,4,1,2,730.526298,6
6791,1,41.5,3.6,69,1,1,0,4,4,1,0,857.3683994999999,6
6792,1,42.0,4.0,69,1,1,0,2,4,1,0,905.263136,6
6793,1,45.0,3.6,69,1,1,0,4,4,1,0,912.631555,6
6794,1,32.5,3.3,69,1,1,0,3,4,0,0,685.2631425,5
6795,1,46.0,3.5,68,1,1,0,4,4,1,0,918.421028,6
6796,1,39.0,3.6,68,1,2,1,2,4,1,0,817.894717,6
6797,1,45.0,3.8,68,1,1,0,4,4,0,0,932.631555,6
6798,1,44.0,3.2,69,1,1,0,4,4,0,0,856.842082,6
6800,1,26.5,2.9,68,1,1,0,3,4,1,0,550.5263044999998,3
6801,1,39.0,2.4,60,1,1,0,2,4,1,1,697.8947169999999,5
6802,1,46.0,3.4,51,1,1,0,4,4,0,0,908.421028,6
6804,1,42.0,3.2,68,1,1,0,5,4,1,0,825.263136,6
6805,1,41.0,3.1,67,1,1,0,2,4,1,0,799.473663,6
6807,1,36.0,2.5,66,1,1,0,4,2,1,0,660.526298,5
6808,1,37.0,3.1,66,1,1,0,3,4,0,0,736.315771,6
6809,1,41.0,3.9,67,1,1,0,2,2,1,0,879.4736630000001,6
6810,1,40.0,4.0,67,1,1,0,3,4,0,0,873.6841900000002,6
6811,1,43.0,3.6,68,1,1,0,4,4,1,0,881.052609,6
6812,1,46.0,3.3,68,1,1,0,5,4,1,0,898.421028,6
6813,1,36.0,2.8,55,1,1,0,5,4,1,1,690.526298,5
6814,1,40.0,3.5,69,1,1,0,4,4,0,0,823.6841900000002,6
6815,1,37.0,3.3,66,1,1,0,5,4,0,0,756.3157709999997,6
6816,1,40.0,3.1,64,1,1,0,3,3,1,0,783.6841900000003,6
6817,0,38.0,2.5,64,1,1,0,1,4,1,2,692.1052440000002,5
6818,1,40.0,3.0,69,1,1,0,5,4,0,0,773.6841900000002,6
6819,1,38.0,3.9,69,1,1,0,2,4,0,0,832.1052440000002,6
6821,1,42.0,3.1,67,1,1,0,5,4,1,0,815.263136,6
6822,1,39.0,3.6,68,1,1,0,5,4,0,0,817.894717,6
6823,1,34.0,2.3,46,1,1,0,4,4,1,0,608.9473519999998,4
6825,1,36.0,4.0,59,1,1,0,4,4,0,0,810.526298,6
6826,1,47.0,3.7,66,1,1,0,3,4,0,0,954.210501,6
6827,1,34.0,3.6,54,1,2,1,4,4,1,0,738.9473519999998,6
6828,1,32.5,3.4,69,1,1,0,3,4,0,0,695.2631425,5
6829,1,41.0,3.6,68,1,1,0,3,4,0,0,849.4736630000001,6
6830,1,38.0,3.4,68,1,1,0,4,4,1,0,782.1052440000002,6
6831,0,42.0,3.0,66,1,1,0,4,1,1,2,805.263136,6
6832,1,33.0,3.5,67,1,1,0,3,4,1,0,713.157879,6
6833,1,39.0,3.4,60,1,1,0,4,4,0,0,797.8947169999999,6
6834,1,35.0,3.4,66,1,1,0,4,4,0,0,734.736825,6
6835,1,41.0,3.4,68,1,1,0,4,4,1,0,829.473663,6
6836,1,32.0,3.8,67,1,1,0,4,4,0,0,727.3684059999997,6
6837,1,34.0,3.3,69,1,1,0,4,1,1,0,708.9473519999997,6
6838,1,37.0,3.4,66,1,1,0,3,4,0,0,766.3157709999997,6
6839,1,33.0,2.7,67,1,1,0,2,1,0,0,633.157879,4
6842,1,36.5,3.1,66,1,1,0,4,4,0,0,728.4210345,6
6845,1,34.0,3.0,67,1,2,1,3,4,1,0,678.9473519999998,5
6846,1,31.0,3.7,70,1,1,0,4,1,0,0,701.578933,6
6847,1,34.0,2.2,64,1,1,0,5,4,1,0,598.9473519999998,4
6848,1,40.0,3.0,69,1,1,0,4,4,1,0,773.6841900000002,6
6849,1,36.0,3.2,69,1,1,0,3,4,1,0,730.526298,6
6850,1,40.0,2.9,61,1,1,0,4,4,1,0,763.6841900000002,6
6851,1,40.0,3.9,62,1,1,0,3,4,0,0,863.6841900000002,6
6852,1,27.5,3.4,67,1,1,0,3,4,1,0,616.3157775000002,4
6855,1,45.0,3.2,68,1,1,0,4,4,0,0,872.6315549999997,6
6856,1,35.0,2.9,69,1,1,0,4,4,1,0,684.736825,5
6857,1,44.0,3.1,58,1,1,0,3,4,1,0,846.842082,6
6858,1,22.0,2.3,63,1,1,0,2,1,1,0,419.47367599999995,1
6859,1,32.0,3.5,58,1,1,0,2,4,0,0,697.3684059999998,5
6861,1,32.0,3.5,61,1,1,0,3,4,0,0,697.3684059999998,5
6863,1,38.0,2.9,69,1,1,0,4,4,0,0,732.1052440000002,6
6864,1,38.5,3.0,68,1,1,0,4,4,0,0,749.9999805,6
6865,1,37.0,3.6,69,1,1,0,4,4,1,0,786.315771,6
6866,1,24.0,2.7,55,1,2,1,3,1,0,0,491.052622,2
6867,1,40.0,3.6,68,1,1,0,4,4,0,0,833.6841900000003,6
6868,1,29.0,2.2,59,1,1,0,4,1,0,1,519.999987,2
6870,1,37.0,3.4,66,1,1,0,3,4,1,0,766.3157709999997,6
6871,1,36.0,3.3,68,1,1,0,4,4,1,0,740.526298,6
6872,1,37.0,3.7,68,1,1,0,3,4,0,0,796.315771,6
6873,1,40.0,2.2,67,1,1,0,3,4,1,0,693.6841900000003,5
6874,1,39.0,3.4,67,1,1,0,4,4,0,0,797.8947169999999,6
6875,1,28.5,3.3,64,1,1,0,3,1,0,1,622.1052505,4
6876,1,44.0,3.5,69,1,1,0,4,4,0,0,886.842082,6
6877,0,35.0,3.4,63,1,1,0,4,4,0,2,734.736825,6
6878,1,37.0,3.1,63,1,1,0,4,4,1,1,736.315771,6
6879,1,37.0,3.2,63,1,1,0,4,4,1,0,746.315771,6
6880,1,37.0,3.6,65,1,1,0,3,4,1,0,786.315771,6
6881,1,41.0,3.3,69,1,1,0,3,4,0,0,819.473663,6
6882,1,28.0,3.2,68,1,1,0,4,4,0,1,604.210514,4
6883,1,40.0,3.1,65,1,1,0,4,4,1,0,783.6841900000003,6
6884,1,36.0,3.4,67,1,1,0,4,3,1,0,750.526298,6
6885,1,33.0,4.0,69,1,1,0,4,4,0,0,763.157879,6
6886,1,44.0,3.7,70,1,1,0,4,0,0,0,906.842082,6
6887,1,44.0,3.9,64,1,1,0,3,4,0,0,926.842082,6
6888,1,41.0,3.9,62,1,1,0,3,4,0,0,879.4736630000001,6
6889,1,32.0,3.2,65,1,1,0,3,4,1,0,667.3684059999998,5
6890,1,34.0,3.9,52,1,1,0,3,4,0,0,768.9473519999997,6
6891,1,21.5,2.4,56,1,1,0,2,1,1,0,421.57893949999993,1
6892,1,29.0,2.4,62,1,2,1,4,1,1,0,539.9999869999998,3
6893,1,44.0,3.5,63,1,2,1,3,4,0,0,886.842082,6
6894,1,36.0,3.6,69,1,1,0,3,4,1,0,770.526298,6
6895,0,35.0,3.4,52,1,1,0,2,4,1,2,734.736825,6
6896,1,39.0,3.1,65,1,1,0,1,1,1,0,767.894717,6
6898,1,30.7,2.8,59,1,2,1,3,4,1,0,606.8420911000002,4
6899,1,33.0,2.7,69,1,1,0,4,1,0,0,633.157879,4
6900,1,45.0,3.6,69,1,1,0,3,4,0,0,912.631555,6
6901,1,39.0,2.3,65,1,2,1,4,4,0,0,687.8947169999999,5
6902,1,40.0,2.8,68,1,1,0,3,2,0,0,753.6841900000002,6
6903,1,38.0,3.3,54,1,1,0,3,4,1,0,772.1052440000002,6
6904,1,40.0,3.8,69,1,1,0,5,4,0,0,853.6841900000002,6
6905,1,41.0,3.6,69,1,1,0,4,4,1,0,849.4736630000001,6
6906,1,37.0,2.9,66,1,1,0,4,4,0,0,716.3157709999997,6
6907,1,28.0,3.3,68,1,1,0,5,0,1,0,614.210514,4
6908,1,39.0,2.1,57,1,1,0,3,4,1,0,667.894717,5
6909,1,47.0,3.6,47,1,1,0,3,4,1,0,944.210501,6
6910,1,43.0,2.9,67,1,1,0,3,4,0,0,811.052609,6
6911,1,37.0,3.1,67,1,1,0,3,4,0,0,736.315771,6
6912,1,33.0,3.2,62,1,1,0,4,4,1,0,683.157879,5
6913,1,30.0,3.4,66,1,1,0,4,4,0,0,655.78946,5
6914,1,46.0,3.1,69,1,1,0,5,4,1,0,878.421028,6
6916,0,18.0,3.3,61,0,2,1,3,1,1,2,456.315784,1
6917,1,29.0,2.5,66,1,1,0,3,2,1,0,549.9999869999998,3
6918,1,39.0,3.6,69,1,1,0,4,4,1,0,817.894717,6
6919,1,37.0,3.9,70,1,1,0,4,4,1,0,816.3157709999997,6
6920,1,41.0,3.1,69,1,1,0,3,4,1,0,799.473663,6
6921,1,34.0,3.4,67,1,1,0,4,4,1,0,718.9473519999997,6
6922,1,38.0,3.1,68,1,1,0,3,4,1,0,752.1052440000002,6
6923,1,36.5,2.9,68,1,1,0,3,0,0,0,708.4210344999997,6
6924,1,33.0,2.8,69,1,1,0,3,4,1,0,643.157879,5
6925,1,34.0,3.1,69,1,1,0,4,4,1,0,688.9473519999998,5
6926,1,35.0,3.8,59,1,1,0,5,4,0,0,774.736825,6
6927,1,30.5,2.9,69,1,1,0,4,4,0,0,613.6841965,4
6928,1,42.0,3.0,68,1,1,0,2,4,1,0,805.263136,6
6929,1,30.0,3.0,68,1,1,0,5,4,0,1,615.78946,4
6930,1,34.0,3.9,64,1,1,0,2,4,0,0,768.9473519999997,6
6931,1,45.0,3.6,68,1,1,0,5,4,0,0,912.631555,6
6932,1,29.5,3.6,68,1,1,0,3,4,0,0,667.8947235,5
6933,1,37.0,3.2,69,1,1,0,3,4,1,0,746.315771,6
6934,1,31.0,3.3,65,1,1,0,4,4,1,0,661.578933,5
6935,1,34.5,2.7,68,1,1,0,4,4,1,0,656.8420884999998,5
6936,1,31.0,3.2,66,1,1,0,3,4,1,0,651.578933,5
6937,1,39.0,3.2,68,1,1,0,5,4,0,0,777.894717,6
6938,1,42.0,3.3,62,1,1,0,4,4,1,0,835.2631359999997,6
6940,1,29.0,3.5,70,1,1,0,3,4,1,0,649.9999869999998,5
6941,1,40.0,3.3,69,1,1,0,5,4,1,0,803.6841900000002,6
6942,1,40.0,3.8,69,1,1,0,4,4,1,0,853.6841900000002,6
6943,1,41.0,3.2,69,1,1,0,3,1,0,0,809.473663,6
6944,1,25.0,2.5,67,1,1,0,2,1,0,0,486.842095,2
6946,0,35.0,3.5,50,1,1,0,3,4,0,2,744.736825,6
6947,0,29.5,3.0,66,1,1,0,4,2,1,2,607.8947235,4
6948,1,30.0,2.7,64,1,1,0,3,4,1,0,585.78946,4
6949,1,48.0,3.7,67,1,1,0,5,4,1,0,969.999974,6
6950,1,37.0,3.8,62,1,1,0,2,4,1,0,806.3157709999997,6
6951,0,21.5,2.6,63,1,2,1,3,1,0,2,441.57893949999993,1
6952,1,37.0,3.2,58,1,1,0,3,4,0,0,746.315771,6
6953,1,39.0,3.1,70,1,1,0,5,4,0,0,767.894717,6
6954,1,36.0,2.2,68,1,1,0,3,4,1,0,630.526298,4
6956,1,32.0,3.4,69,1,1,0,4,4,0,0,687.3684059999997,5
6957,1,38.0,3.4,69,1,1,0,4,4,1,0,782.1052440000002,6
6959,1,41.0,3.5,62,1,1,0,4,4,1,0,839.4736630000001,6
6960,1,39.0,3.5,66,1,1,0,3,4,1,0,807.8947169999999,6
6963,1,37.0,3.3,45,1,1,0,4,3,1,0,756.3157709999997,6
6964,1,31.5,3.5,67,1,1,0,4,4,1,0,689.4736694999997,5
6965,0,17.0,3.0,63,1,1,0,2,1,1,2,410.52631099999996,1
6966,1,42.0,3.4,68,1,1,0,4,4,1,0,845.2631359999997,6
6970,1,29.0,3.3,66,1,1,0,3,4,1,1,629.9999869999998,4
6971,1,38.0,3.4,68,1,1,0,3,4,1,0,782.1052440000002,6
6972,1,47.0,3.2,57,1,1,0,1,4,1,0,904.210501,6
6973,1,43.0,3.0,68,1,1,0,3,4,1,0,821.052609,6
6974,1,40.0,2.5,62,1,1,0,3,4,1,0,723.6841900000002,6
6975,1,34.0,3.9,63,1,1,0,2,4,1,0,768.9473519999997,6
6977,1,36.0,3.0,69,1,1,0,3,4,1,0,710.526298,6
6978,1,45.0,3.5,69,1,1,0,4,4,1,0,902.631555,6
6979,1,22.0,2.7,69,1,1,0,3,1,0,0,459.473676,1
6980,1,44.0,3.7,69,1,1,0,4,4,1,0,906.842082,6
