sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,compas_score,did_recid
Male,29,Other,0,0,0,1,(F3),0,0
Male,50,Caucasian,0,0,0,0,(M1),0,1
Male,46,African-American,0,0,0,2,(F3),1,0
Male,46,African-American,0,0,0,2,(F3),1,0
Male,46,African-American,0,0,0,2,(F3),1,0
Male,46,African-American,0,0,0,2,(F3),1,0
Female,44,African-American,0,1,0,11,(F3),1,1
Female,44,African-American,0,1,0,11,(F3),1,1
Female,44,African-American,0,1,0,11,(F3),1,1
Male,35,African-American,0,0,0,4,(M1),1,0
Male,30,African-American,0,1,0,14,(F3),1,1
Male,30,African-American,0,1,0,14,(F3),1,1
Male,30,African-American,0,1,0,14,(F3),1,1
Male,30,African-American,0,1,0,14,(F3),1,1
Female,28,African-American,0,0,0,0,(M1),1,0
Male,42,African-American,0,0,0,2,(F3),1,0
Male,52,Caucasian,0,0,0,3,(F2),0,0
Male,52,Caucasian,0,0,0,3,(F2),0,0
Male,52,Caucasian,0,0,0,3,(F2),0,0
Male,46,African-American,0,0,0,5,(F3),0,1
Male,46,African-American,0,0,0,5,(F3),0,1
Male,46,African-American,0,0,0,5,(F3),0,1
Male,46,African-American,0,0,0,5,(F3),0,1
Male,42,African-American,0,0,0,0,(F3),1,1
Male,29,Caucasian,0,0,0,7,(F2),1,1
Male,29,Caucasian,0,0,0,7,(F2),1,1
Male,29,Caucasian,0,0,0,7,(F2),1,1
Male,29,Caucasian,0,0,0,7,(F2),1,1
Male,32,African-American,0,0,1,8,(F2),0,0
Male,32,African-American,0,0,1,8,(F2),0,0
Male,32,African-American,0,0,1,8,(F2),0,0
Male,32,African-American,0,0,1,8,(F2),0,0
Male,32,African-American,0,0,1,8,(F2),0,0
Male,31,Other,0,0,0,5,(F3),1,1
Male,31,Other,0,0,0,5,(F3),1,1
Female,33,African-American,0,0,0,1,(M1),0,0
Male,25,Caucasian,0,0,0,4,(F2),0,0
Female,33,African-American,0,0,0,0,(M1),0,0
Male,21,Hispanic,0,0,0,1,(F2),1,0
Male,35,Caucasian,0,0,0,1,(F3),0,1
Male,35,Caucasian,0,0,0,1,(F3),0,1
Male,56,African-American,0,0,0,1,(F2),0,0
Male,38,Caucasian,0,0,0,0,(M1),0,1
Female,40,African-American,0,0,0,4,(M2),0,0
Male,52,African-American,0,0,0,5,(F3),0,0
Male,64,African-American,0,0,0,7,(F3),1,0
Male,64,African-American,0,0,0,7,(F3),1,0
Male,64,African-American,0,0,0,7,(F3),1,0
Male,28,African-American,0,0,1,4,(F3),0,0
Male,28,African-American,0,0,1,4,(F3),0,0
Male,38,Hispanic,0,0,0,0,(M1),0,0
Female,63,African-American,0,0,0,0,(M1),0,0
Male,21,African-American,1,0,0,3,(F3),1,0
Male,21,African-American,1,0,0,3,(F3),1,0
Male,21,African-American,1,0,0,3,(F3),1,0
Male,51,African-American,0,0,0,0,(M1),0,0
Male,29,Caucasian,0,0,0,1,(F3),1,0
Male,35,African-American,0,0,0,2,(M1),0,0
Male,30,Caucasian,0,0,0,0,(F3),0,0
Male,61,African-American,0,0,0,5,(F3),0,0
Male,61,African-American,0,0,0,5,(F3),0,0
Male,25,African-American,0,0,0,0,(F3),0,0
Male,25,African-American,0,0,0,4,(F3),1,1
Male,25,African-American,0,0,0,4,(F3),1,1
Male,25,African-American,0,0,0,4,(F3),1,1
Male,25,African-American,0,0,0,4,(F3),1,1
Male,26,African-American,0,0,0,0,(M2),1,1
Male,26,African-American,0,0,0,0,(M2),1,1
Male,32,African-American,0,0,0,1,(F3),0,0
Male,32,African-American,0,0,0,1,(F3),0,0
Female,36,Caucasian,0,0,0,1,(F1),0,0
Female,39,African-American,0,0,0,1,(M1),0,0
Female,50,African-American,0,0,0,0,(M1),0,0
Male,42,Caucasian,0,0,0,1,(M1),0,0
Female,25,African-American,0,0,0,1,(F3),0,0
Female,25,African-American,0,0,0,1,(F3),0,0
Male,26,African-American,0,1,0,13,(M2),1,1
Male,26,African-American,0,1,0,13,(M2),1,1
Male,26,African-American,0,1,0,13,(M2),1,1
Male,31,African-American,0,0,0,9,(F3),1,0
Male,31,African-American,0,0,0,9,(F3),1,0
Male,35,Caucasian,0,0,1,1,(F3),0,0
Female,39,African-American,0,0,0,0,(M1),0,0
Female,40,African-American,0,0,0,1,(F3),1,0
Male,23,Other,0,0,0,0,(F3),0,0
Male,34,Caucasian,0,0,0,0,(F2),0,0
Male,60,Caucasian,0,0,0,1,(M1),0,0
Male,61,Caucasian,0,0,0,0,(M2),0,0
Female,33,Caucasian,0,0,0,1,(M1),0,0
Male,38,African-American,0,0,0,0,(F3),0,0
Male,46,African-American,0,0,0,3,(F3),0,0
Male,30,African-American,0,0,1,3,(F3),0,1
Male,52,Caucasian,0,0,0,3,(M2),0,0
Female,50,African-American,0,0,0,7,(M1),0,0
Male,21,African-American,0,0,0,0,(F7),1,0
Male,21,African-American,0,0,0,0,(F7),1,0
Male,31,Hispanic,0,0,0,16,(F3),1,1
Male,31,African-American,0,0,0,2,(F3),1,1
Male,31,African-American,0,0,0,2,(F3),1,1
Male,31,African-American,0,0,0,2,(F3),1,1
Male,31,African-American,0,0,0,2,(F3),1,1
Male,31,African-American,0,0,0,2,(F3),1,1
Male,31,African-American,0,0,0,2,(F3),1,1
Male,31,African-American,0,0,0,2,(F3),1,1
Male,31,African-American,0,0,0,2,(F3),1,1
Male,24,Hispanic,0,0,0,0,(F3),1,0
Female,23,African-American,0,0,0,0,(M1),0,0
Male,25,African-American,0,0,0,1,(F3),1,0
Male,25,African-American,0,0,0,1,(F3),1,0
Male,25,African-American,0,0,0,1,(F3),1,0
Male,25,African-American,0,0,0,1,(F3),1,0
Female,31,African-American,0,0,0,1,(M1),0,0
Female,24,Caucasian,0,0,0,1,(F2),1,0
Male,31,African-American,0,0,0,13,(M1),1,1
Male,31,African-American,0,0,0,13,(M1),1,1
Male,31,African-American,0,0,0,13,(M1),1,1
Male,31,African-American,0,0,0,13,(M1),1,1
Male,31,African-American,0,0,0,13,(M1),1,1
Male,31,African-American,0,0,0,13,(M1),1,1
Male,31,African-American,0,0,0,13,(M1),1,1
Male,31,African-American,0,0,0,13,(M1),1,1
Female,49,Caucasian,0,0,0,1,(F2),0,0
Male,60,African-American,0,0,0,0,(F3),0,1
Male,37,Caucasian,0,0,0,0,(F3),0,0
Male,30,African-American,0,0,0,2,(F3),0,0
Male,30,African-American,0,0,0,2,(F3),0,0
Female,24,African-American,0,0,0,0,(M1),0,0
Female,32,Other,0,0,0,0,(M1),0,0
Female,21,Caucasian,0,2,0,2,(F3),0,0
Female,33,Caucasian,0,0,0,0,(M1),0,0
Male,46,Caucasian,0,0,0,0,(M1),0,0
Male,36,Caucasian,0,0,0,4,(F3),0,0
Male,36,Caucasian,0,0,0,4,(F3),0,0
Male,27,Caucasian,0,0,0,0,(M2),0,0
Male,21,Caucasian,0,0,1,0,(M1),0,1
Male,35,African-American,0,0,0,0,(F3),1,1
Male,34,Hispanic,0,0,0,2,(F3),0,1
Male,34,Hispanic,0,0,0,2,(F3),0,1
Male,41,Asian,0,0,0,2,(F3),1,1
Male,41,Asian,0,0,0,2,(F3),1,1
Male,41,Asian,0,0,0,2,(F3),1,1
Male,41,Asian,0,0,0,2,(F3),1,1
Male,23,African-American,0,0,0,1,(F3),1,1
Male,23,African-American,0,0,0,1,(F3),1,1
Male,23,African-American,0,0,0,1,(F3),1,1
Male,23,African-American,0,0,0,3,(F3),1,1
Male,23,African-American,0,0,0,3,(F3),1,1
Male,28,African-American,0,0,0,2,(M1),0,1
Male,28,African-American,0,0,0,2,(M1),0,1
Male,28,African-American,0,0,0,2,(M1),0,1
Male,28,African-American,0,0,0,2,(M1),0,1
Male,28,African-American,0,0,0,2,(M1),0,1
Male,20,African-American,0,0,0,2,(F3),1,0
Male,20,African-American,0,0,0,2,(F3),1,0
Male,21,Hispanic,0,0,0,0,(F3),0,1
Male,37,Caucasian,0,0,0,1,(M1),0,0
Male,46,Caucasian,0,0,1,2,(M1),0,1
Male,46,Caucasian,0,0,1,2,(M1),0,1
Male,46,Caucasian,0,0,1,2,(M1),0,1
Male,22,African-American,0,0,0,0,(F3),1,0
Male,22,African-American,0,0,0,0,(F3),1,0
Male,29,African-American,3,0,1,4,(F2),1,0
Male,29,African-American,3,0,1,4,(F2),1,0
Male,29,Caucasian,0,0,0,0,(F3),0,0
Male,42,Other,0,0,0,0,(M1),0,0
Male,56,African-American,0,0,0,1,(F2),0,0
Male,40,Hispanic,0,0,0,8,(F3),1,1
Male,40,Hispanic,0,0,0,8,(F3),1,1
Male,40,Hispanic,0,0,0,8,(F3),1,1
Male,40,Hispanic,0,0,0,8,(F3),1,1
Male,30,Hispanic,0,0,0,5,(F3),0,1
Male,30,Hispanic,0,0,0,5,(F3),0,1
Male,30,Hispanic,0,0,0,5,(F3),0,1
Male,21,Caucasian,0,0,0,0,(F3),1,0
Male,24,African-American,0,0,0,1,(M1),0,1
Female,33,Caucasian,0,0,0,0,(M1),0,0
Male,48,Caucasian,0,0,0,2,(M2),1,1
Male,48,Caucasian,0,0,0,2,(M2),1,1
Male,48,Caucasian,0,0,0,2,(M2),1,1
Male,33,African-American,0,0,0,11,(F3),1,1
Male,33,African-American,0,0,0,11,(F3),1,1
Male,33,African-American,0,0,0,11,(F3),1,1
Male,25,Hispanic,0,0,0,0,(F3),1,0
Male,25,Hispanic,0,0,0,0,(F3),1,0
Male,30,Caucasian,0,0,0,0,(F3),0,0
Female,41,Caucasian,0,0,0,0,(F3),0,0
Male,52,Caucasian,0,0,0,1,(M1),1,0
Male,52,Caucasian,0,0,0,1,(M1),1,0
Male,30,African-American,0,1,1,7,(F3),1,1
Male,30,African-American,0,1,1,7,(F3),1,1
Male,37,Hispanic,0,0,0,0,(F3),0,1
Male,23,African-American,0,0,0,2,(F7),1,0
Male,23,African-American,0,0,0,2,(F7),1,0
Male,33,Hispanic,0,0,0,0,(M1),0,0
Female,25,African-American,0,0,0,0,(F3),0,0
Female,25,African-American,0,0,0,0,(F3),0,0
Male,25,African-American,0,0,0,2,(F2),0,0
Female,43,Caucasian,0,0,0,7,(F2),1,0
Male,32,Caucasian,0,0,0,0,(F3),0,0
Male,32,Caucasian,0,0,0,0,(F3),0,0
Male,32,Caucasian,0,0,0,0,(F3),0,0
Male,33,Other,0,0,0,3,(F3),1,0
Male,33,Other,0,0,0,3,(F3),1,0
Male,39,Other,0,1,0,4,(F3),0,1
Male,39,Other,0,1,0,4,(F3),0,1
Male,39,Other,0,1,0,4,(F3),0,1
Male,49,Caucasian,0,0,0,4,(F3),0,0
Male,24,Caucasian,0,0,0,0,(F3),0,0
Male,26,African-American,0,0,0,1,(F3),1,0
Male,26,African-American,0,0,0,1,(F3),1,0
Male,26,African-American,0,0,0,1,(F3),1,0
Male,26,African-American,0,0,0,1,(F3),1,0
Male,42,Caucasian,0,0,0,0,(F2),0,0
Male,22,African-American,0,0,0,1,(F2),1,1
Male,22,African-American,0,0,0,1,(F2),1,1
Male,22,African-American,0,0,0,1,(F2),1,1
Male,22,African-American,0,0,0,1,(F2),1,1
Male,22,African-American,0,0,0,1,(F2),1,1
Male,22,African-American,0,0,0,1,(F2),1,1
Male,22,African-American,0,0,0,1,(F2),1,1
Male,36,Hispanic,0,0,0,0,(F3),0,0
Male,29,Caucasian,0,0,1,7,(M1),1,1
Male,39,Caucasian,0,0,0,0,(M1),0,0
Male,27,African-American,0,2,1,13,(F3),1,1
Male,27,African-American,0,2,1,13,(F3),1,1
Male,27,African-American,0,2,1,13,(F3),1,1
Male,27,African-American,0,2,1,13,(F3),1,1
Male,27,African-American,0,2,1,13,(F3),1,1
Male,38,Caucasian,0,0,0,2,(F3),1,1
Male,38,Caucasian,0,0,0,2,(F3),1,1
Male,38,Caucasian,0,0,0,2,(F3),1,1
Male,38,Caucasian,0,0,0,2,(F3),1,1
Male,20,Caucasian,0,0,0,0,(F3),0,1
Male,20,Caucasian,0,0,0,0,(F3),0,1
Male,25,African-American,2,0,0,4,(F3),1,1
Male,25,African-American,2,0,0,4,(F3),1,1
Male,25,African-American,2,0,0,4,(F3),1,1
Male,25,African-American,2,0,0,4,(F3),1,1
Male,25,African-American,2,0,0,4,(F3),1,1
Male,25,African-American,2,0,0,4,(F3),1,1
Male,53,Caucasian,0,0,0,0,(M1),0,0
Female,27,African-American,0,0,0,0,(M1),1,1
Female,27,African-American,0,0,0,0,(M1),1,1
Female,27,African-American,0,0,0,0,(M1),1,1
Male,38,African-American,2,0,0,10,(F3),1,0
Male,38,African-American,2,0,0,10,(F3),1,0
Male,21,Other,0,0,0,0,(F3),1,1
Male,21,Other,0,0,0,0,(F3),1,1
Male,21,Other,0,0,0,0,(F3),1,1
Male,21,Other,0,0,0,0,(F3),1,1
Male,50,Caucasian,0,0,0,1,(M1),0,1
Male,50,Caucasian,0,0,0,1,(M1),0,1
Male,41,African-American,0,0,0,4,(F3),1,0
Male,22,Caucasian,0,0,2,5,(F3),1,1
Male,22,Caucasian,0,0,2,5,(F3),1,1
Male,22,Caucasian,0,0,2,5,(F3),1,1
Male,22,Caucasian,0,0,2,5,(F3),1,1
Female,45,Other,0,0,0,0,(M1),0,0
Male,29,African-American,0,0,1,20,(F2),1,0
Male,22,Caucasian,0,0,2,0,(F3),1,1
Male,22,Caucasian,0,0,2,0,(F3),1,1
Male,25,African-American,0,0,0,2,(F3),1,0
Male,42,African-American,0,0,0,1,(F3),0,1
Male,42,African-American,0,0,0,1,(F3),0,1
Male,34,Native American,1,0,0,9,(F3),1,0
Male,51,Other,0,0,0,2,(F3),0,0
Male,24,African-American,0,0,1,0,(F3),0,0
Male,37,African-American,0,0,0,4,(F3),0,0
Male,37,Caucasian,0,0,0,0,(M1),0,0
Male,33,African-American,0,0,0,0,(M1),1,0
Male,24,Caucasian,0,3,2,8,(F2),1,0
Female,27,Other,0,0,0,0,(M1),0,0
Male,21,Other,0,0,0,0,(F2),1,0
Male,21,Other,0,0,0,0,(F2),1,0
Female,60,Other,0,0,0,0,(M1),0,0
Male,35,African-American,0,0,0,1,(F2),0,1
Male,50,Caucasian,0,0,0,1,(F3),0,0
Female,38,African-American,0,0,0,0,(M2),0,0
Female,38,African-American,0,0,0,0,(M2),0,0
Female,24,Caucasian,0,0,0,0,(F3),1,0
Female,24,Caucasian,0,0,0,0,(F3),1,0
Female,24,Caucasian,0,0,0,0,(F3),1,0
Male,49,Caucasian,0,0,0,2,(M1),0,0
Male,49,Caucasian,0,0,0,2,(M1),0,0
Male,38,African-American,0,0,0,9,(F3),1,0
Male,38,African-American,0,0,0,9,(F3),1,0
Male,61,Other,0,0,0,0,(M1),0,0
Female,30,African-American,0,0,0,0,(M1),0,0
Male,22,African-American,0,0,0,3,(F3),1,1
Male,30,Hispanic,0,0,0,1,(M1),0,0
Male,31,African-American,0,0,0,0,(F3),0,0
Male,25,African-American,0,0,0,0,(F3),1,1
Male,25,African-American,0,0,0,0,(F3),1,1
Male,25,African-American,0,0,0,0,(F3),1,1
Male,28,Hispanic,0,0,0,0,(F3),0,0
Female,30,Hispanic,0,0,0,3,(M1),0,1
Male,52,Caucasian,0,0,0,0,(M1),0,0
Male,26,Caucasian,0,0,0,0,(F2),0,0
Male,26,Other,0,0,0,0,(M1),0,0
Female,31,African-American,0,0,0,0,(F3),0,0
Female,24,African-American,0,1,0,3,(F3),1,0
Male,43,African-American,0,0,0,21,(F3),1,0
Male,45,Caucasian,0,0,0,9,(F3),1,1
Male,45,Caucasian,0,0,0,9,(F3),1,1
Male,45,Caucasian,0,0,0,9,(F3),1,1
Male,45,Caucasian,0,0,0,9,(F3),1,1
Male,50,African-American,0,0,0,8,(M1),1,0
Male,20,African-American,0,0,0,0,(F3),1,1
Male,20,African-American,0,0,0,0,(F3),1,1
Male,29,African-American,0,0,0,4,(F3),1,1
Male,29,African-American,0,0,0,4,(F3),1,1
Male,43,Caucasian,0,0,0,1,(F3),1,1
Male,43,Caucasian,0,0,0,1,(F3),1,1
Male,37,African-American,3,0,0,17,(F3),1,0
Male,37,African-American,3,0,0,17,(F3),1,0
Male,37,African-American,3,0,0,17,(F3),1,0
Male,26,Caucasian,0,0,0,2,(F3),1,0
Female,46,African-American,0,0,0,4,(F3),0,0
Female,46,African-American,0,0,0,0,(F3),0,0
Male,36,Hispanic,0,0,0,0,(F3),0,0
Male,36,Hispanic,0,0,0,0,(F3),0,0
Male,29,African-American,0,0,0,12,(F3),1,1
Male,29,African-American,0,0,0,12,(F3),1,1
Male,29,African-American,0,0,0,12,(F3),1,1
Male,29,African-American,0,0,0,12,(F3),1,1
Male,29,African-American,0,0,0,12,(F3),1,1
Male,41,Caucasian,0,0,0,0,(M2),0,0
Male,27,African-American,0,0,0,4,(M2),1,0
Male,27,African-American,0,0,0,4,(M2),1,0
Female,25,African-American,0,0,0,5,(F3),1,0
Female,25,African-American,0,0,0,5,(F3),1,0
Female,25,African-American,0,0,0,5,(F3),1,0
Male,23,African-American,1,0,0,2,(F2),1,0
Male,23,African-American,1,0,0,2,(F2),1,0
Male,45,African-American,0,0,0,3,(F3),0,0
Male,30,Caucasian,0,0,0,0,(M1),0,0
Male,34,Caucasian,0,0,0,1,(F2),1,0
Male,70,Caucasian,0,0,0,11,(F3),0,1
Male,53,African-American,0,0,0,3,(M1),0,0
Male,52,Caucasian,0,0,0,2,(F3),0,0
Male,36,Caucasian,0,0,0,1,(M1),0,0
Male,36,Caucasian,0,0,0,1,(M1),0,0
Male,23,African-American,0,0,0,0,(F3),0,0
Male,51,Hispanic,0,0,0,0,(M2),0,0
Male,25,Other,0,0,0,0,(M1),0,0
Male,51,African-American,0,0,0,4,(M2),0,1
Male,51,African-American,0,0,0,4,(M2),0,1
Male,28,African-American,0,0,0,2,(F3),1,0
Female,45,Native American,0,0,0,15,(F3),1,1
Female,45,Native American,0,0,0,15,(F3),1,1
Male,55,African-American,0,0,0,21,(F3),1,1
Male,55,African-American,0,0,0,21,(F3),1,1
Female,49,Caucasian,0,0,0,1,(F3),0,0
Male,25,Caucasian,0,0,0,0,(M1),0,0
Female,47,Caucasian,0,0,0,0,(F3),0,0
Female,24,African-American,0,0,0,3,(F3),1,0
Female,24,African-American,0,0,0,3,(F3),1,0
Female,24,African-American,0,0,0,3,(F3),1,0
Male,27,African-American,0,0,0,0,(M1),0,0
Male,25,Caucasian,0,2,0,5,(M1),1,1
Male,25,Caucasian,0,2,0,5,(M1),1,1
Male,31,African-American,0,0,0,0,(F3),0,0
Male,21,African-American,0,1,0,1,(F3),1,1
Male,21,African-American,0,1,0,1,(F3),1,1
Male,37,African-American,0,0,1,26,(F3),1,1
Male,37,African-American,0,0,1,26,(F3),1,1
Male,37,African-American,0,0,1,26,(F3),1,1
Male,21,African-American,0,0,0,1,(F3),1,1
Male,21,African-American,0,0,0,1,(F3),1,1
Male,21,African-American,0,0,0,0,(F3),1,0
Male,26,African-American,0,0,0,0,(M1),0,0
Male,31,Caucasian,0,0,0,0,(M1),0,0
Male,25,African-American,0,0,0,4,(F3),1,1
Male,25,African-American,0,0,0,4,(F3),1,1
Male,54,African-American,0,0,0,5,(F3),1,0
Female,27,African-American,0,0,0,3,(F2),1,1
Female,27,African-American,0,0,0,3,(F2),1,1
Female,27,African-American,0,0,0,3,(F2),1,1
Male,30,Caucasian,0,0,0,3,(F3),0,1
Male,30,Caucasian,0,0,0,3,(F3),0,1
Male,28,Caucasian,0,0,0,2,(F3),0,0
Male,28,Caucasian,0,0,0,2,(F3),0,0
Male,70,Caucasian,0,0,0,0,(M1),0,0
Male,37,Caucasian,0,0,0,11,(F3),1,1
Male,37,Caucasian,0,0,0,11,(F3),1,1
Male,37,Caucasian,0,0,0,11,(F3),1,1
Male,37,Caucasian,0,0,0,11,(F3),1,1
Male,37,Caucasian,0,0,0,11,(F3),1,1
Male,46,African-American,0,0,0,5,(F3),1,1
Male,46,African-American,0,0,0,5,(F3),1,1
Male,46,African-American,0,0,0,5,(F3),1,1
Male,46,African-American,0,0,0,5,(F3),1,1
Male,40,Other,0,0,0,4,(M1),0,1
Male,40,Other,0,0,0,4,(M1),0,1
Male,40,Other,0,0,0,4,(M1),0,1
Male,43,African-American,0,0,0,18,(F3),0,1
Male,43,African-American,0,0,0,18,(F3),0,1
Male,43,African-American,0,0,0,18,(F3),0,1
Male,43,African-American,0,0,0,18,(F3),0,1
Male,43,African-American,0,0,0,18,(F3),0,1
Male,38,African-American,0,0,0,15,(F3),1,0
Male,38,African-American,0,0,0,15,(F3),1,0
Male,29,African-American,0,0,0,0,(F3),0,0
Male,37,African-American,0,0,0,8,(M1),0,1
Male,37,African-American,0,0,0,8,(M1),0,1
Male,37,African-American,0,0,0,8,(M1),0,1
Male,37,African-American,0,0,0,8,(M1),0,1
Male,38,Hispanic,0,0,0,3,(F3),0,0
Female,27,Caucasian,0,0,0,0,(F3),0,0
Female,20,Other,0,0,0,0,(M2),1,1
Male,44,Hispanic,0,0,0,0,(M1),0,0
Male,42,Caucasian,0,0,0,0,(F3),0,0
Male,42,Caucasian,0,0,0,0,(F3),0,0
Male,31,Caucasian,0,0,0,6,(M1),1,0
Male,29,African-American,0,0,0,3,(F3),0,1
Male,29,African-American,0,0,0,3,(F3),0,1
Male,29,African-American,0,0,0,3,(F3),0,1
Female,30,African-American,0,0,0,0,(M1),0,0
Female,25,Caucasian,0,0,0,2,(F3),1,1
Female,25,Caucasian,0,0,0,2,(F3),1,1
Female,25,Caucasian,0,0,0,2,(F3),1,1
Female,25,Caucasian,0,0,0,2,(F3),1,1
Male,24,Other,0,0,0,0,(F3),0,0
Male,40,African-American,0,0,0,3,(F3),0,0
Male,33,Caucasian,0,0,0,1,(M2),0,0
Female,64,Caucasian,0,0,0,0,(F3),0,0
Male,49,Caucasian,0,0,0,4,(F3),0,0
Male,26,Caucasian,0,0,0,5,(F3),1,1
Male,26,Caucasian,0,0,0,5,(F3),1,1
Male,31,Hispanic,0,1,0,1,(M1),0,0
Male,31,Hispanic,0,1,0,1,(M1),0,0
Male,31,Hispanic,0,1,0,1,(M1),0,0
Male,33,Caucasian,0,0,0,1,(F3),0,0
Male,61,Caucasian,0,0,0,1,(M1),0,0
Female,42,Caucasian,0,0,0,11,(F3),1,0
Female,42,Caucasian,0,0,0,11,(F3),1,0
Male,30,Caucasian,0,0,0,2,(F3),0,0
Male,62,Caucasian,0,0,0,0,(M2),0,0
Female,27,Caucasian,0,0,0,4,(M2),1,1
Female,27,Caucasian,0,0,0,4,(M2),1,1
Female,27,Caucasian,0,0,0,4,(M2),1,1
Female,27,Caucasian,0,0,0,4,(M2),1,1
Male,48,Caucasian,0,0,0,9,(F3),1,0
Male,48,Caucasian,0,0,0,9,(F3),1,0
Male,48,Caucasian,0,0,0,9,(F3),1,0
Female,40,Caucasian,0,0,0,0,(F3),0,0
Male,24,Caucasian,0,0,0,0,(F3),0,0
Female,38,Hispanic,0,0,0,1,(F3),0,0
Male,22,African-American,0,0,0,0,(F3),0,1
Male,30,African-American,0,0,0,4,(M1),1,1
Male,30,African-American,0,0,0,4,(M1),1,1
Male,30,African-American,0,0,0,4,(M1),1,1
Male,63,Caucasian,0,0,0,0,(M1),0,0
Male,33,African-American,0,0,0,4,(F3),1,0
Male,33,African-American,0,0,0,4,(F3),1,0
Male,29,Caucasian,0,0,0,0,(M1),0,0
Male,43,Caucasian,0,0,0,0,(M1),0,1
Male,43,Caucasian,0,0,0,0,(M1),0,1
Male,43,Caucasian,0,0,0,0,(M1),0,1
Male,22,Caucasian,0,0,0,0,(F3),0,0
Male,26,African-American,0,0,0,3,(F3),1,1
Male,26,African-American,0,0,0,3,(F3),1,1
Male,51,African-American,0,0,0,1,(F3),0,0
Male,51,African-American,0,0,0,1,(F3),0,0
Male,39,Caucasian,0,0,0,3,(F3),0,1
Female,30,Hispanic,0,0,0,0,(M1),0,1
Female,30,Hispanic,0,0,0,0,(M1),0,1
Female,30,Hispanic,0,0,0,0,(M1),0,1
Female,33,African-American,0,0,0,0,(F3),0,0
Male,32,African-American,0,0,0,14,(F3),1,1
Male,22,African-American,0,0,0,0,(M2),1,0
Male,22,African-American,0,0,0,0,(M2),1,0
Male,59,Caucasian,0,0,0,0,(F3),0,0
Male,38,African-American,0,5,0,37,(M2),1,1
Male,23,African-American,0,0,0,2,(F3),1,0
Male,42,African-American,0,0,0,0,(M1),0,1
Male,38,African-American,0,0,0,2,(F7),1,1
Female,34,Caucasian,0,0,0,2,(F3),0,0
Male,24,African-American,0,0,1,4,(F3),1,0
Female,36,African-American,0,0,0,7,(F3),0,1
Male,36,African-American,0,0,0,0,(M1),0,1
Male,31,African-American,0,0,0,1,(F3),0,0
Female,28,African-American,0,0,0,3,(F3),0,1
Female,34,Caucasian,0,0,0,0,(F3),0,0
Male,28,African-American,0,0,0,1,(F3),0,1
Female,35,Caucasian,0,0,0,0,(F3),0,0
Male,43,African-American,0,0,0,0,(F3),0,0
Male,40,African-American,0,0,0,1,(F2),0,0
Male,31,African-American,0,2,0,15,(F3),1,1
Male,31,African-American,0,2,0,15,(F3),1,1
Male,31,African-American,0,2,0,15,(F3),1,1
Male,54,African-American,0,0,0,6,(F3),1,1
Male,54,African-American,0,0,0,6,(F3),1,1
Male,54,African-American,0,0,0,6,(F3),1,1
Male,54,African-American,0,0,0,6,(F3),1,1
Male,24,African-American,0,0,0,17,(F3),1,1
Male,24,African-American,0,0,0,17,(F3),1,1
Male,41,Hispanic,0,0,0,0,(F2),0,1
Male,41,Hispanic,0,0,0,0,(F2),0,1
Male,31,Caucasian,0,0,0,0,(F3),0,0
Female,34,African-American,0,0,0,0,(M1),1,0
Female,24,Caucasian,0,0,0,0,(M1),0,0
Male,32,African-American,0,0,0,0,(M1),0,0
Male,21,African-American,0,0,1,1,(F2),1,1
Male,21,African-American,0,0,1,1,(F2),1,1
Male,21,African-American,0,0,1,1,(F2),1,1
Female,29,Hispanic,0,0,0,1,(F3),0,1
Female,29,Hispanic,0,0,0,1,(F3),0,1
Male,22,African-American,0,0,1,0,(F3),0,0
Male,33,Caucasian,0,0,0,1,(F2),0,0
Male,33,Caucasian,0,0,0,1,(F2),0,0
Male,48,Caucasian,0,0,0,1,(F7),0,0
Male,52,Hispanic,0,0,0,9,(F3),1,1
Male,52,Hispanic,0,0,0,9,(F3),1,1
Female,40,Other,0,0,0,0,(F3),0,0
Male,21,African-American,0,0,0,0,(F3),1,0
Female,45,African-American,0,0,0,1,(F2),0,0
Male,29,African-American,0,0,0,1,(M1),0,1
Male,29,African-American,0,0,0,1,(M1),0,1
Male,29,African-American,0,0,0,1,(M1),0,1
Male,26,African-American,0,0,0,0,(M1),0,0
Male,46,African-American,0,0,0,10,(F3),1,1
Male,46,African-American,0,0,0,10,(F3),1,1
Male,21,Caucasian,0,1,2,1,(F3),1,0
Male,21,Caucasian,0,1,2,1,(F3),1,0
Male,35,Caucasian,0,0,0,6,(F3),1,1
Male,35,Caucasian,0,0,0,6,(F3),1,1
Male,35,Caucasian,0,0,0,6,(F3),1,1
Male,52,African-American,0,0,0,1,(M1),0,1
Male,48,Caucasian,0,0,0,0,(M1),0,0
Male,48,Caucasian,0,0,0,0,(M1),0,0
Female,29,African-American,0,0,3,9,(M1),1,1
Male,48,Caucasian,0,0,0,0,(M1),0,0
Male,31,African-American,0,0,0,10,(F3),1,1
Male,31,African-American,0,0,0,10,(F3),1,1
Male,31,African-American,0,0,0,10,(F3),1,1
Male,21,Caucasian,0,0,0,3,(F3),1,1
Male,32,Other,0,0,0,0,(F3),0,1
Male,32,Other,0,0,0,0,(F3),0,1
Male,47,African-American,0,0,0,0,(M1),1,0
Male,21,African-American,1,2,2,3,(F3),1,1
Male,21,African-American,1,2,2,3,(F3),1,1
