sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,days_b_screening_arrest,length_of_stay,compas_score,is_recid
Male,45,African-American,0,0,0,0,(F3),-1.0,0.875,1,0
Male,31,African-American,0,0,0,0,(F3),0.0,27.791666666666668,0,0
Male,21,African-American,0,0,0,0,(M1),0.0,30.166666666666668,0,0
Male,29,African-American,0,0,0,1,(MO3),-1.0,2.9166666666666665,0,0
Male,39,African-American,0,0,0,8,(F3),-1.0,90.75,0,0
Male,27,African-American,0,0,0,1,(F2),-2.0,59.333333333333336,0,0
Male,24,African-American,0,0,0,2,(M1),-1.0,3.9583333333333335,0,0
Male,21,African-American,0,0,0,1,(F3),-8.0,-284.6666666666667,1,0
Male,45,African-American,0,0,0,5,(F3),-1.0,-142.16666666666666,0,0
Male,34,African-American,0,0,0,2,(F3),-1.0,1.0833333333333333,0,0
Male,60,African-American,0,0,0,0,(F3),-1.0,0.875,1,0
Male,42,African-American,0,0,0,4,(M2),0.0,0.125,0,0
Male,23,African-American,0,0,0,4,(F3),-1.0,1.2083333333333333,1,0
Male,27,African-American,0,0,0,1,(M2),-1.0,30.958333333333332,0,0
Male,38,African-American,0,0,0,1,(F3),-1.0,285.875,1,0
Male,35,African-American,0,0,0,1,(F3),0.0,0.20833333333333334,0,0
Male,58,African-American,0,0,0,2,(F3),-16.0,74.83333333333333,1,0
Female,25,African-American,0,0,0,0,(F3),-1.0,-144.33333333333334,0,0
Male,40,African-American,0,0,0,20,(F3),-1.0,1.0416666666666667,1,0
Male,40,African-American,0,0,0,2,(F3),-1.0,31.125,0,0
Male,26,African-American,0,0,0,2,(M1),0.0,0.20833333333333334,0,0
Female,38,African-American,0,0,0,8,(F3),-1.0,0.875,1,0
Male,20,African-American,0,0,1,0,(F3),-1.0,1.0416666666666667,0,0
Male,22,African-American,0,1,0,2,(F2),0.0,0.0,1,0
Male,48,African-American,0,0,0,0,(F3),-1.0,76.0,1,0
Male,41,African-American,4,0,0,17,(M1),-1.0,-45.125,1,0
Male,46,African-American,0,0,0,9,(M1),-1.0,21.708333333333332,1,0
Female,20,African-American,0,7,2,12,(F3),-1.0,58.666666666666664,1,0
Male,51,African-American,0,0,0,4,(F3),-28.0,1.8333333333333333,0,0
Male,57,African-American,0,0,0,19,(F3),-1.0,3.1666666666666665,1,0
Male,39,African-American,1,0,0,6,(M1),-1.0,0.9583333333333334,1,0
Male,24,African-American,0,0,0,2,(F3),-1.0,1.125,1,0
Male,35,African-American,0,0,0,8,(M1),-1.0,272.9583333333333,1,0
Female,27,African-American,0,0,0,6,(M1),0.0,0.20833333333333334,1,0
Female,21,African-American,0,0,0,0,(F3),0.0,-0.4583333333333333,1,0
Male,22,African-American,0,0,0,0,(F3),-1.0,-28.75,0,0
Female,24,African-American,0,0,0,0,(F3),-1.0,62.25,0,0
Male,25,African-American,0,0,0,0,(F3),0.0,0.2916666666666667,1,0
Female,22,African-American,0,0,0,0,(MO3),-1.0,7.708333333333333,1,0
Male,21,African-American,0,0,0,0,(F3),-1.0,1.0833333333333333,1,0
Female,24,African-American,0,0,0,2,(M2),0.0,30.875,1,0
Male,26,African-American,0,0,1,3,(F3),-1.0,0.9583333333333334,1,0
Male,30,African-American,0,1,0,13,(M1),-13.0,0.5416666666666666,1,0
Male,26,African-American,0,0,0,0,(M1),-1.0,0.8333333333333334,0,0
Male,22,African-American,0,0,0,2,(F3),-1.0,46.083333333333336,1,0
Male,32,African-American,0,0,0,5,(M1),-1.0,1.0,0,0
Male,26,African-American,0,0,0,2,(F2),-1.0,93.29166666666667,1,0
Female,40,African-American,0,0,0,1,(F3),-1.0,29.75,1,0
Male,29,African-American,0,0,0,0,(M1),-1.0,1.0,0,0
Male,28,African-American,2,1,0,11,(F3),-1.0,320.0,1,0
Female,22,African-American,0,1,0,1,(F3),-1.0,1.1666666666666667,0,0
Male,33,African-American,0,0,0,4,(F3),-1.0,28.083333333333332,1,0
Female,30,African-American,0,0,0,4,(F2),-5.0,30.666666666666668,0,0
Male,25,African-American,1,0,0,4,(F3),-1.0,-176.25,1,0
Male,52,African-American,0,0,0,2,(F2),-5.0,3.0833333333333335,0,0
Female,22,African-American,0,0,0,1,(F6),-28.0,-104.79166666666667,1,0
Male,45,African-American,0,0,0,7,(F3),-1.0,61.0,0,0
Male,60,African-American,0,0,0,2,(F3),0.0,0.625,0,0
Male,23,African-American,0,0,0,1,(F3),0.0,29.916666666666668,0,0
Female,23,African-American,0,0,0,0,(F3),0.0,0.25,1,0
Male,31,African-American,0,0,0,3,(M2),-25.0,1.125,0,0
Male,48,African-American,0,0,0,1,(F3),-1.0,0.7083333333333334,0,0
Male,42,African-American,0,0,0,0,(M1),0.0,211.75,1,0
Male,42,African-American,0,0,0,10,(F3),-1.0,29.791666666666668,1,0
Male,36,African-American,0,0,0,0,(M1),0.0,-19.083333333333332,0,0
Female,51,African-American,0,0,0,0,(M1),-1.0,29.791666666666668,1,0
Male,39,African-American,0,4,0,10,(M2),-1.0,-253.25,1,0
Male,46,African-American,0,0,0,1,(F3),-11.0,30.541666666666668,0,0
Female,36,African-American,0,0,0,0,(M2),0.0,1.0,0,0
Female,27,African-American,0,0,0,0,(M2),0.0,31.25,0,0
Male,52,African-American,0,0,0,1,(M1),-21.0,216.83333333333334,0,0
Male,20,African-American,0,1,0,1,(F3),-1.0,121.70833333333333,0,0
Male,36,African-American,1,0,0,7,(F2),-1.0,61.0,1,0
Female,33,African-American,0,0,0,0,(F3),-1.0,30.083333333333332,0,0
Female,26,African-American,0,0,0,0,(M2),-1.0,0.5416666666666666,0,0
Male,28,African-American,0,0,0,3,(F3),-1.0,1.0,0,0
Male,35,African-American,0,0,0,0,(F3),-1.0,1.9166666666666667,0,0
Male,34,African-American,0,0,0,4,(M1),-1.0,1.0,0,0
Male,25,African-American,0,0,0,0,(M2),-1.0,27.791666666666668,0,0
Male,46,African-American,0,0,0,3,(F3),-1.0,177.66666666666666,0,0
Male,21,African-American,0,0,0,0,(F3),-1.0,144.875,1,0
Male,37,African-American,0,0,0,11,(F2),-1.0,1.8333333333333333,0,0
Male,33,African-American,0,0,0,0,(F3),-1.0,29.541666666666668,0,0
Male,31,African-American,0,0,0,1,(M2),-1.0,-14.125,1,0
Female,31,African-American,0,0,0,1,(F3),0.0,0.16666666666666666,1,0
Male,29,African-American,0,0,0,0,(F3),0.0,0.9166666666666666,0,0
Male,25,African-American,0,0,0,1,(M1),0.0,0.0,0,0
Male,30,African-American,0,0,0,1,(F7),0.0,275.125,1,0
Male,54,African-American,0,0,0,8,(F3),-1.0,-164.70833333333334,1,0
Male,40,African-American,0,0,0,9,(F3),0.0,0.25,1,0
Female,57,African-American,0,0,0,0,(M1),-1.0,-157.29166666666666,0,0
Female,23,African-American,0,2,0,3,(F3),0.0,1.2916666666666667,1,0
Female,48,African-American,0,0,0,4,(F3),-1.0,31.125,1,0
Male,34,African-American,0,0,0,6,(F2),-23.0,1.8333333333333333,1,0
Female,51,African-American,0,0,0,7,(F3),-1.0,1.6666666666666667,0,0
Female,52,African-American,0,0,0,1,(F3),-1.0,-81.91666666666667,0,0
Female,35,African-American,0,1,1,16,(F3),-1.0,242.20833333333334,1,0
Male,35,African-American,0,0,0,4,(M1),-1.0,29.625,1,0
Male,26,African-American,0,1,0,18,(F3),-1.0,183.16666666666666,1,0
Male,27,African-American,0,0,0,3,(F3),-1.0,12.208333333333334,0,0
Male,21,African-American,0,0,0,1,(F2),-1.0,1.8333333333333333,1,0
Female,23,African-American,0,0,0,0,(F3),0.0,1.0833333333333333,0,0
Male,45,African-American,0,0,0,0,(M2),-6.0,0.041666666666666664,0,0
Male,34,African-American,0,0,0,1,(M2),-3.0,2.2083333333333335,0,0
Male,27,African-American,0,0,0,3,(F3),-15.0,45.0,0,0
Male,21,African-American,0,0,0,0,(F3),-1.0,61.083333333333336,1,0
Male,37,African-American,0,0,0,1,(F3),0.0,192.79166666666666,1,0
Male,32,African-American,0,0,0,2,(M1),-1.0,60.666666666666664,0,0
Male,21,African-American,0,0,0,1,(F3),-1.0,0.75,0,0
Male,30,African-American,0,0,0,0,(F3),-1.0,2.1666666666666665,0,0
Male,50,African-American,0,0,0,15,(M1),-1.0,28.0,1,0
Female,25,African-American,0,0,0,3,(F3),0.0,0.9583333333333334,1,0
Male,27,African-American,0,0,0,0,(M1),-1.0,-321.6666666666667,0,0
Male,22,African-American,0,0,0,1,(F3),0.0,1.8333333333333333,0,0
Male,28,African-American,0,0,0,4,(F7),-1.0,29.875,1,0
Male,29,African-American,0,0,0,0,(F3),0.0,2.2916666666666665,1,0
Female,58,African-American,0,0,0,3,(M1),-18.0,48.333333333333336,0,0
Male,22,African-American,1,0,0,2,(F3),-1.0,31.208333333333332,1,0
Male,26,African-American,0,0,0,3,(F3),-1.0,1.0416666666666667,0,0
Male,33,African-American,0,0,0,2,(M1),-1.0,228.16666666666666,1,0
Male,25,African-American,0,0,0,1,(F3),0.0,0.125,0,0
Male,67,African-American,0,0,0,3,(F2),-1.0,-117.375,0,0
Male,29,African-American,0,0,0,7,(M2),-1.0,1.125,1,0
Male,26,African-American,0,0,0,0,(M1),-1.0,2.7916666666666665,0,0
Male,63,African-American,0,0,0,0,(M1),-1.0,0.7916666666666666,0,0
Female,31,African-American,0,0,0,0,(M1),0.0,-0.041666666666666664,0,0
Male,31,African-American,0,0,0,15,(F3),0.0,-0.20833333333333334,1,0
Male,24,African-American,0,0,0,0,(F3),-1.0,1.0833333333333333,0,0
Male,35,African-American,0,0,0,0,(F3),-1.0,68.20833333333333,0,0
Male,67,African-American,0,0,0,3,(F2),-1.0,-117.375,0,0
Male,21,African-American,0,0,2,1,(F3),-1.0,1.0833333333333333,1,0
Male,48,African-American,0,0,0,0,(M1),0.0,1.0,0,0
Male,20,African-American,0,0,0,0,(F3),0.0,0.16666666666666666,0,0
Male,30,African-American,0,1,0,1,(M1),-1.0,1.875,0,0
Male,25,African-American,0,0,0,7,(F2),0.0,30.0,1,0
Female,30,African-American,0,0,0,2,(F3),-1.0,-204.20833333333334,1,0
Male,56,African-American,0,0,0,5,(F3),-1.0,-44.958333333333336,0,0
Male,21,African-American,0,0,0,1,(F2),-1.0,1.9166666666666667,1,0
Male,39,African-American,0,1,0,15,(F3),-1.0,1.375,1,0
Female,33,African-American,0,0,0,1,(F3),-1.0,1.0,0,0
Male,26,African-American,0,0,0,9,(F3),0.0,66.125,1,0
Male,40,African-American,1,0,0,15,(F3),-1.0,-181.29166666666666,1,0
Male,38,African-American,0,1,0,10,(M1),-1.0,30.708333333333332,1,0
Male,29,African-American,0,0,0,1,(M2),-1.0,3.2916666666666665,0,0
Male,45,African-American,0,0,0,0,(M1),-1.0,30.833333333333332,0,0
Male,28,African-American,0,0,0,10,(F3),0.0,0.125,0,0
Male,57,African-American,0,0,0,13,(F3),-1.0,-55.916666666666664,1,0
Male,21,African-American,1,0,1,2,(F3),-1.0,1.625,1,0
Male,19,African-American,0,0,0,0,(F3),-1.0,-139.95833333333334,1,0
Male,23,African-American,0,0,0,0,(M2),-1.0,1.125,1,0
Male,60,African-American,0,0,0,15,(F3),-1.0,206.08333333333334,1,0
Male,22,African-American,0,1,0,2,(F2),0.0,0.0,1,0
Female,46,African-American,0,0,0,2,(F3),-1.0,1.2083333333333333,0,0
Male,24,African-American,0,0,0,0,(M1),-1.0,0.7083333333333334,1,0
Male,35,African-American,0,0,0,0,(F3),-1.0,-322.0416666666667,0,0
Female,28,African-American,0,0,0,2,(M1),-1.0,31.041666666666668,0,0
Male,42,African-American,0,0,0,5,(F3),-1.0,2.9583333333333335,1,0
Male,20,African-American,0,0,1,0,(F3),-1.0,11.083333333333334,1,0
Male,45,African-American,0,0,0,3,(F3),6.0,154.25,1,0
Male,21,African-American,0,0,1,2,(F2),-1.0,56.291666666666664,1,0
Female,43,African-American,0,0,0,7,(F3),-1.0,1.0,1,0
Male,27,African-American,0,0,0,0,(F3),-1.0,60.833333333333336,0,0
Female,24,African-American,0,0,0,0,(F3),-1.0,0.9583333333333334,0,0
Male,34,African-American,0,0,0,2,(F3),0.0,305.4166666666667,1,0
Male,27,African-American,0,0,0,3,(M2),-1.0,31.125,0,0
Male,26,African-American,0,0,0,1,(M1),-1.0,-25.166666666666668,0,0
Male,53,African-American,0,0,0,1,(F3),0.0,0.125,0,0
Male,24,African-American,0,0,0,1,(M1),0.0,0.25,0,0
Male,23,African-American,0,0,0,3,(F2),-1.0,31.125,1,0
Male,31,African-American,0,0,1,16,(F3),-1.0,107.66666666666667,1,0
Male,63,African-American,0,0,0,25,(F3),-1.0,1977.9166666666667,1,0
Male,39,African-American,0,0,0,1,(F2),-4.0,-0.4166666666666667,0,0
Male,27,African-American,0,0,0,1,(F3),-1.0,266.75,1,0
Male,24,African-American,0,0,0,1,(F3),-1.0,-117.0,0,0
Female,31,African-American,0,0,0,7,(M1),-1.0,0.5833333333333334,1,0
Male,22,African-American,0,0,0,1,(F3),-1.0,0.8333333333333334,1,0
Male,26,African-American,0,0,0,4,(F2),-1.0,-47.125,0,0
Male,49,African-American,0,0,0,19,(F3),-1.0,268.1666666666667,1,0
Male,27,African-American,0,0,0,9,(F3),-8.0,129.04166666666666,1,0
Male,21,African-American,0,0,1,1,(F2),-1.0,237.0,1,0
Male,23,African-American,0,0,2,9,(F7),-1.0,76.875,1,0
Male,30,African-American,0,0,0,1,(M1),-1.0,0.9583333333333334,1,0
Male,29,African-American,0,0,0,7,(F3),0.0,0.25,1,0
Male,31,African-American,0,0,0,7,(F3),-1.0,281.625,1,0
Male,42,African-American,0,0,0,4,(F3),-1.0,-46.625,0,0
Female,21,African-American,0,0,0,0,(F3),-1.0,31.083333333333332,1,0
Male,26,African-American,0,1,1,12,(F3),-1.0,212.16666666666666,1,0
Female,27,African-American,0,0,0,1,(F3),-1.0,29.541666666666668,0,0
Male,35,African-American,0,0,0,1,(M1),-1.0,58.541666666666664,1,0
Female,70,African-American,0,0,0,1,(F1),-1.0,1.9583333333333333,0,0
Male,27,African-American,0,0,0,1,(M1),-1.0,0.7916666666666666,0,0
Male,39,African-American,0,0,0,3,(F2),-1.0,1.25,0,0
Male,34,African-American,0,0,0,3,(F3),0.0,-178.875,1,0
Male,43,African-American,0,0,0,2,(F3),0.0,-0.25,1,0
Male,21,African-American,0,0,0,0,(F3),-1.0,1.7916666666666667,0,0
Male,27,African-American,0,0,0,0,(F3),-1.0,0.5416666666666666,0,0
Male,27,African-American,0,1,0,7,(F2),0.0,7.833333333333333,1,0
Male,32,African-American,0,0,0,3,(F3),-1.0,78.91666666666667,1,0
Male,47,African-American,0,0,0,1,(F3),-5.0,-114.04166666666667,0,0
Male,49,African-American,0,0,0,4,(F3),-26.0,1.125,0,0
Male,50,African-American,1,0,0,5,(F3),29.0,31.541666666666668,0,0
Male,52,African-American,0,0,0,5,(F3),-1.0,0.9583333333333334,0,0
Female,29,African-American,0,0,0,5,(F3),-1.0,8.958333333333334,1,0
Male,58,African-American,0,0,0,12,(M1),1.0,293.0416666666667,1,0
Female,24,African-American,0,0,0,2,(M2),0.0,30.875,1,0
Male,23,African-American,0,0,0,3,(F3),-2.0,59.291666666666664,0,0
Male,26,African-American,0,0,0,3,(F2),0.0,-202.95833333333334,0,0
Male,42,African-American,0,0,0,1,(F3),0.0,1.0416666666666667,0,0
Male,38,African-American,0,0,0,11,(F3),-1.0,2.0,1,0
Male,47,African-American,0,0,0,1,(F3),-1.0,315.7916666666667,0,0
Male,29,African-American,0,0,0,3,(F3),-1.0,0.7916666666666666,0,0
Male,27,African-American,2,0,0,6,(F2),-1.0,715.9166666666666,1,0
Male,35,African-American,0,0,0,0,(F3),0.0,89.125,0,0
Female,30,African-American,0,0,0,0,(M2),0.0,-0.25,1,0
Male,29,African-American,0,0,0,0,(F3),-1.0,-204.91666666666666,0,0
Male,37,African-American,0,0,0,2,(F3),0.0,0.16666666666666666,1,0
Female,21,African-American,0,0,0,1,(F3),-1.0,1.1666666666666667,1,0
Male,36,African-American,0,0,0,4,(F2),0.0,-205.91666666666666,1,0
Male,22,African-American,0,3,0,3,(F3),0.0,0.125,1,0
Male,43,African-American,0,0,0,12,(F3),-1.0,61.166666666666664,1,0
Male,30,African-American,0,0,0,2,(F3),-1.0,1.0833333333333333,1,0
Male,49,African-American,0,0,0,2,(M1),0.0,5.041666666666667,0,0
Male,50,African-American,0,0,0,1,(F3),-1.0,-115.08333333333333,1,0
Male,27,African-American,0,0,0,2,(F2),-1.0,-211.08333333333334,1,0
Male,26,African-American,0,1,0,6,(M2),-8.0,1.875,1,0
Male,59,African-American,0,0,0,2,(M1),0.0,0.20833333333333334,0,0
Male,26,African-American,0,0,0,0,(M1),-1.0,61.208333333333336,0,0
Male,29,African-American,0,0,0,2,(M2),-1.0,-203.91666666666666,1,0
Male,31,African-American,0,0,0,0,(F3),-1.0,30.791666666666668,0,0
Male,22,African-American,0,0,0,3,(F3),-1.0,210.08333333333334,1,0
Male,26,African-American,0,0,0,1,(F3),-1.0,92.16666666666667,1,0
Male,22,African-American,0,0,0,0,(F3),0.0,0.2916666666666667,0,0
Male,45,African-American,0,0,0,1,(F3),-1.0,2.8333333333333335,0,0
Male,30,African-American,0,0,0,6,(F3),-1.0,81.08333333333333,1,0
Male,42,African-American,0,0,0,3,(M1),-1.0,116.66666666666667,1,0
Female,23,African-American,0,0,0,0,(M2),-1.0,0.75,0,0
Male,28,African-American,0,0,0,6,(F2),-1.0,89.66666666666667,0,0
Male,19,African-American,0,0,1,0,(F3),0.0,191.58333333333334,1,0
Female,31,African-American,0,0,0,2,(F3),-1.0,31.125,0,0
Male,29,African-American,3,0,1,4,(F2),-1.0,6.791666666666667,1,0
Male,28,African-American,0,0,0,14,(F3),0.0,0.20833333333333334,0,0
Male,32,African-American,0,0,0,0,(F3),-1.0,31.125,0,0
Male,48,African-American,0,0,0,0,(M1),-1.0,29.791666666666668,0,0
Female,28,African-American,0,0,0,0,(F2),0.0,29.083333333333332,1,0
Female,30,African-American,0,0,0,0,(M1),-2.0,27.583333333333332,0,0
Male,22,African-American,0,2,0,9,(F2),-1.0,31.125,1,0
Male,24,African-American,0,0,0,3,(F3),0.0,93.20833333333333,1,0
Male,30,African-American,0,0,0,14,(M2),-1.0,45.791666666666664,1,0
Female,21,African-American,0,0,0,1,(F3),-1.0,4.041666666666667,1,0
Male,38,African-American,0,0,0,0,(F3),-1.0,5.0,1,0
Male,64,African-American,0,0,0,17,(F2),0.0,461.0833333333333,1,0
Male,45,African-American,0,0,0,4,(M1),0.0,92.0,0,0
Male,47,African-American,0,0,0,3,(F3),0.0,0.16666666666666666,0,0
Male,29,African-American,0,0,0,0,(F3),-1.0,0.625,0,0
Male,35,African-American,0,0,0,3,(M2),0.0,92.08333333333333,1,0
Male,22,African-American,0,0,0,0,(F3),0.0,11.125,1,0
Male,34,African-American,0,0,0,0,(F3),0.0,324.3333333333333,1,0
Male,37,African-American,1,1,0,8,(M1),-1.0,0.9583333333333334,0,0
Male,58,African-American,0,0,0,2,(M1),7.0,53.5,1,0
Male,43,African-American,0,0,0,0,(F3),-1.0,1.0,0,0
Male,36,African-American,0,0,0,11,(M1),-1.0,-12.083333333333334,1,0
Male,58,African-American,0,0,0,1,(F3),-1.0,35.958333333333336,1,0
Female,28,African-American,0,0,0,3,(F2),-1.0,4.833333333333333,0,0
Male,34,African-American,0,0,0,13,(F3),-1.0,0.7916666666666666,0,1
Male,26,African-American,0,0,0,0,(F3),0.0,-0.041666666666666664,0,1
Male,31,African-American,0,0,0,8,(F3),-1.0,29.958333333333332,1,1
Male,23,African-American,0,0,1,2,(F3),-1.0,2.0,1,1
Male,36,African-American,1,0,0,26,(F2),-1.0,30.875,1,1
Male,26,African-American,0,0,0,9,(F3),-1.0,216.16666666666666,1,1
Male,20,African-American,2,2,0,4,(F3),-1.0,1.7083333333333333,1,1
Male,35,African-American,0,0,1,8,(F3),-1.0,10.208333333333334,1,1
Male,27,African-American,0,0,0,3,(F3),-1.0,7.791666666666667,1,1
Male,37,African-American,0,0,0,6,(F3),-1.0,-145.125,0,1
Male,28,African-American,0,0,0,9,(F3),-1.0,1.1666666666666667,1,1
Female,22,African-American,0,0,0,4,(F3),0.0,2.0,1,1
Male,24,African-American,2,0,0,7,(M1),-1.0,2.875,1,1
Male,41,African-American,0,1,0,10,(F3),0.0,208.0,1,1
Male,24,African-American,0,1,3,4,(F3),-1.0,30.208333333333332,1,1
Male,37,African-American,0,0,0,16,(F3),-1.0,2.0833333333333335,1,1
Male,25,African-American,0,1,0,7,(F3),-1.0,-9.791666666666666,1,1
Female,20,African-American,0,0,0,0,(M1),-1.0,152.875,1,1
Male,29,African-American,0,0,0,10,(M2),-1.0,-185.33333333333334,1,1
Male,52,African-American,0,0,0,0,(M1),0.0,0.20833333333333334,0,1
Male,39,African-American,0,0,1,6,(M2),-1.0,242.70833333333334,1,1
Male,33,African-American,2,0,0,9,(M2),-1.0,90.70833333333333,1,1
Male,50,African-American,0,0,0,12,(F3),-22.0,30.0,0,1
Male,41,African-American,0,0,0,8,(F3),-1.0,1.25,0,1
Male,23,African-American,0,0,0,0,(M2),-1.0,1.8333333333333333,0,1
Male,32,African-American,0,0,1,7,(F3),-1.0,51.0,1,1
Male,26,African-American,0,1,0,24,(F3),0.0,0.2916666666666667,1,1
Male,39,African-American,0,0,0,19,(M1),-1.0,29.875,1,1
Male,26,African-American,0,0,0,3,(F3),0.0,-289.1666666666667,1,1
Male,27,African-American,0,0,0,15,(F3),-1.0,137.83333333333334,1,1
Male,28,African-American,0,0,0,7,(F3),-1.0,0.7916666666666666,1,1
Male,47,African-American,0,0,0,7,(F3),-1.0,28.166666666666668,0,1
Male,31,African-American,0,0,0,13,(M1),-1.0,-265.3333333333333,1,1
Male,37,African-American,0,0,0,11,(M1),-1.0,0.6666666666666666,1,1
Female,29,African-American,0,0,0,9,(F3),-1.0,-14.291666666666666,1,1
Male,32,African-American,0,0,0,3,(F3),-1.0,-81.75,1,1
Male,32,African-American,0,0,0,13,(M1),-1.0,38.791666666666664,1,1
Male,32,African-American,0,0,0,7,(F3),0.0,66.04166666666667,1,1
Male,22,African-American,0,0,0,1,(F3),-1.0,-126.75,1,1
Male,24,African-American,0,0,0,0,(M1),-1.0,222.16666666666666,1,1
Male,25,African-American,0,1,0,4,(F2),-1.0,-125.91666666666667,1,1
Male,21,African-American,0,0,0,1,(F3),-1.0,1.25,1,1
Female,22,African-American,0,0,0,4,(F3),0.0,2.0,1,1
Male,42,African-American,1,0,0,7,(F3),0.0,1.9583333333333333,1,1
Male,28,African-American,0,0,0,13,(F2),-1.0,1.7916666666666667,1,1
Male,30,African-American,0,0,0,14,(F7),27.0,22.916666666666668,1,1
Male,24,African-American,0,1,0,3,(F3),-1.0,0.75,1,1
Male,53,African-American,0,0,0,6,(F3),-1.0,-117.08333333333333,0,1
Male,57,African-American,0,0,0,16,(M1),0.0,158.125,1,1
Male,24,African-American,0,0,0,3,(F3),-3.0,0.9583333333333334,1,1
Male,26,African-American,0,0,0,1,(F3),-1.0,-241.08333333333334,1,1
Male,49,African-American,0,0,0,0,(M1),-1.0,4.291666666666667,0,1
Male,19,African-American,0,0,0,0,(F3),-1.0,0.875,0,1
Male,37,African-American,0,0,0,20,(F3),0.0,-110.04166666666667,1,1
Male,31,African-American,5,0,0,10,(F2),-1.0,4.625,1,1
Male,37,African-American,0,0,0,10,(F3),-1.0,29.75,1,1
Male,21,African-American,0,0,0,1,(F3),-1.0,3.0833333333333335,1,1
Male,26,African-American,0,1,1,9,(M1),-1.0,60.833333333333336,1,1
Male,29,African-American,0,2,1,7,(F3),0.0,2.25,1,1
Male,23,African-American,0,0,0,4,(F3),-1.0,29.666666666666668,1,1
Male,32,African-American,0,0,0,8,(F2),0.0,2.0416666666666665,1,1
Male,54,African-American,0,0,0,10,(F3),0.0,0.041666666666666664,0,1
Male,26,African-American,0,0,0,6,(F2),-1.0,61.25,1,1
Female,21,African-American,0,0,0,1,(M2),-11.0,60.958333333333336,0,1
Male,22,African-American,0,0,0,2,(F3),-1.0,1.8333333333333333,0,1
Male,22,African-American,0,1,1,3,(M1),-1.0,31.333333333333332,1,1
Male,28,African-American,1,0,0,7,(F3),-1.0,30.0,1,1
Male,21,African-American,0,0,1,0,(F3),0.0,6.5,1,1
Male,43,African-American,0,0,0,9,(F3),-1.0,0.9583333333333334,1,1
Female,23,African-American,0,0,0,1,(F3),-1.0,28.333333333333332,0,1
Male,27,African-American,0,0,0,5,(F3),0.0,92.20833333333333,0,1
Male,22,African-American,0,0,0,11,(F3),0.0,0.0,1,1
Male,26,African-American,0,0,0,3,(F3),0.0,-289.1666666666667,1,1
Male,34,African-American,2,0,0,8,(F2),0.0,61.041666666666664,1,1
Female,25,African-American,0,0,0,6,(F3),24.0,-252.0,1,1
Female,32,African-American,0,0,0,4,(F3),-7.0,6.791666666666667,1,1
Male,39,African-American,2,2,1,19,(F3),-1.0,179.91666666666666,1,1
Male,28,African-American,0,0,0,0,(M2),-2.0,0.0,1,1
Female,42,African-American,0,0,0,8,(F3),0.0,-85.91666666666667,1,1
Male,56,African-American,0,0,0,12,(F3),-1.0,1.6666666666666667,1,1
Female,34,African-American,0,0,0,5,(F1),-1.0,1.1666666666666667,0,1
Male,23,African-American,0,0,1,6,(F3),-1.0,-257.8333333333333,1,1
Male,31,African-American,0,0,0,8,(M1),-1.0,0.8333333333333334,1,1
Male,58,African-American,0,0,0,12,(M1),-1.0,3.9583333333333335,1,1
Male,47,African-American,4,0,1,14,(F3),-1.0,0.625,1,1
Male,30,African-American,0,0,0,3,(F3),0.0,0.875,0,1
Male,26,African-American,0,0,0,1,(F3),-30.0,-143.625,1,1
Male,20,African-American,0,0,0,0,(M1),-1.0,91.75,0,1
Female,29,African-American,0,0,0,5,(F3),0.0,1.2083333333333333,1,1
Male,25,African-American,0,0,1,5,(F3),-1.0,206.20833333333334,1,1
Male,31,African-American,0,3,4,15,(F3),-1.0,91.0,1,1
Male,30,African-American,0,0,0,14,(F7),27.0,22.916666666666668,1,1
Male,28,African-American,0,1,0,8,(F3),-1.0,40.666666666666664,1,1
Female,30,African-American,0,0,0,11,(F3),0.0,181.04166666666666,1,1
Male,27,African-American,0,1,0,6,(F2),0.0,30.083333333333332,1,1
Female,20,African-American,0,0,3,2,(F3),-1.0,139.08333333333334,1,1
Female,37,African-American,0,0,0,13,(F3),-1.0,58.625,1,1
Female,29,African-American,0,1,0,7,(F3),0.0,1.8333333333333333,1,1
Male,42,African-American,0,0,0,17,(M1),-1.0,-94.16666666666667,1,1
Male,26,African-American,0,0,1,5,(F3),-1.0,0.9166666666666666,1,1
Male,30,African-American,0,0,0,0,(F3),0.0,0.16666666666666666,0,1
Male,27,African-American,0,0,0,7,(F3),-1.0,-253.95833333333334,1,1
Male,24,African-American,0,0,0,7,(F2),-1.0,68.125,1,1
Male,22,African-American,0,0,0,0,(F3),-1.0,-28.125,0,1
Male,32,African-American,0,0,0,13,(M1),-1.0,38.791666666666664,1,1
Female,21,African-American,0,0,0,0,(F3),-1.0,1.7916666666666667,1,1
Male,31,African-American,0,0,0,2,(F3),-1.0,92.08333333333333,1,1
Male,25,African-American,0,0,0,0,(F3),-1.0,0.9166666666666666,0,1
Male,42,African-American,0,0,0,6,(F3),-1.0,0.5416666666666666,1,1
Male,25,African-American,0,0,0,0,(M1),-1.0,4.125,0,1
Male,35,African-American,0,0,0,10,(F3),-28.0,229.79166666666666,1,1
Male,25,African-American,0,4,4,14,(F3),-1.0,83.0,1,1
Male,38,African-American,0,0,0,17,(M1),-1.0,1.125,0,1
Male,28,African-American,8,0,1,16,(F2),-1.0,1.125,1,1
Male,21,African-American,0,0,1,0,(F3),0.0,0.9166666666666666,1,1
